query_id	doc_id	human_rel
2024-143869	msmarco_v2.1_doc_42_713092636#14_1512189248	3
2024-33466	msmarco_v2.1_doc_34_907410428#14_1860376186	3
2024-33466	msmarco_v2.1_doc_44_15725404#4_32609045	3
2024-12875	msmarco_v2.1_doc_07_983036466#1_1728999404	3
2024-213817	msmarco_v2.1_doc_54_1332084841#4_2816883356	3
2024-224279	msmarco_v2.1_doc_47_331540849#1_634611301	3
2024-41918	msmarco_v2.1_doc_31_1306202651#0_2673080204	3
2024-18963	msmarco_v2.1_doc_17_219704380#2_242322590	3
2024-158677	msmarco_v2.1_doc_47_157049921#10_308416227	3
2024-12875	msmarco_v2.1_doc_39_1165021332#0_2357098681	3
2024-79081	msmarco_v2.1_doc_48_737500982#1_1325021022	3
2024-33466	msmarco_v2.1_doc_11_306783021#6_632566028	3
2024-223499	msmarco_v2.1_doc_22_1683805840#6_3566889914	3
2024-220058	msmarco_v2.1_doc_00_756157388#24_1411992163	3
2024-29941	msmarco_v2.1_doc_27_247715787#10_478694932	3
2024-79081	msmarco_v2.1_doc_35_202251892#11_427553917	3
2024-128784	msmarco_v2.1_doc_01_1952342979#1_2926723903	3
2024-128784	msmarco_v2.1_doc_34_327614568#4_703605833	3
2024-12875	msmarco_v2.1_doc_39_1165021332#1_2357100937	3
2024-158743	msmarco_v2.1_doc_17_1132149829#2_1242497825	3
2024-44060	msmarco_v2.1_doc_23_332200854#4_753684823	3
2024-33466	msmarco_v2.1_doc_39_959503269#1_1953299485	3
2024-127288	msmarco_v2.1_doc_55_845585462#6_1909269974	3
2024-121840	msmarco_v2.1_doc_10_1617169886#14_2650516865	3
2024-41918	msmarco_v2.1_doc_18_1152658657#11_1303732467	3
2024-38986	msmarco_v2.1_doc_58_1438869330#2_2246900578	3
2024-136156	msmarco_v2.1_doc_22_644517394#11_1497953913	3
2024-12875	msmarco_v2.1_doc_42_596543092#2_1184242476	3
2024-33466	msmarco_v2.1_doc_08_1063304173#4_1897730072	3
2024-145979	msmarco_v2.1_doc_01_523681915#14_449787024	3
2024-224279	msmarco_v2.1_doc_39_169949021#11_344722557	3
2024-158743	msmarco_v2.1_doc_28_296032846#17_614597483	3
2024-40863	msmarco_v2.1_doc_56_1391207909#2_2762292274	3
2024-22410	msmarco_v2.1_doc_56_1060439531#5_2165992672	3
2024-158743	msmarco_v2.1_doc_17_935007227#3_1026026207	3
2024-41464	msmarco_v2.1_doc_52_355934631#11_578689240	3
2024-121840	msmarco_v2.1_doc_48_1207036083#0_2197408146	3
2024-128784	msmarco_v2.1_doc_49_280115553#14_569021368	3
2024-128784	msmarco_v2.1_doc_23_553693879#0_1228113782	3
2024-158677	msmarco_v2.1_doc_55_538874050#0_1231667568	3
2024-143869	msmarco_v2.1_doc_24_604418367#16_1284354025	3
2024-40863	msmarco_v2.1_doc_41_655238268#1_1417775767	3
2024-127288	msmarco_v2.1_doc_37_1448471511#1_3238573101	3
2024-79081	msmarco_v2.1_doc_04_1081579649#5_2253250886	3
2024-149459	msmarco_v2.1_doc_04_251223477#2_650543692	3
2024-127266	msmarco_v2.1_doc_15_1662600985#6_3290167322	3
2024-40863	msmarco_v2.1_doc_56_1456617496#0_2925101724	3
2024-143869	msmarco_v2.1_doc_24_604418367#13_1284349448	3
2024-158743	msmarco_v2.1_doc_18_1595005639#11_1796658340	3
2024-128784	msmarco_v2.1_doc_57_773110937#1_1206115686	3
2024-127288	msmarco_v2.1_doc_54_351391926#0_814397570	3
2024-35620	msmarco_v2.1_doc_18_2357849465#4_2660485019	3
2024-73918	msmarco_v2.1_doc_14_1375240276#3_2817439903	3
2024-42014	msmarco_v2.1_doc_32_49061692#3_89759595	3
2024-127288	msmarco_v2.1_doc_44_563168941#5_1332286091	3
2024-41918	msmarco_v2.1_doc_58_747637172#3_1058008560	3
2024-213817	msmarco_v2.1_doc_52_1426746188#2_2894073496	3
2024-158677	msmarco_v2.1_doc_01_1864817543#3_2766640239	3
2024-29941	msmarco_v2.1_doc_25_1570581329#2_3066053427	3
2024-137182	msmarco_v2.1_doc_30_1697769510#9_3603062924	3
2024-128784	msmarco_v2.1_doc_43_1489329427#3_3156536725	3
2024-41918	msmarco_v2.1_doc_49_1599463300#8_3345698713	3
2024-42014	msmarco_v2.1_doc_14_1288647431#3_2623233235	3
2024-41464	msmarco_v2.1_doc_45_740891692#5_1395817893	3
2024-158743	msmarco_v2.1_doc_06_132754766#1_226820339	3
2024-12875	msmarco_v2.1_doc_21_389626209#4_835502743	3
2024-224279	msmarco_v2.1_doc_53_1155769560#1_2571739438	3
2024-143869	msmarco_v2.1_doc_38_937136335#5_2065981867	3
2024-29182	msmarco_v2.1_doc_50_400032628#15_832378220	3
2024-145979	msmarco_v2.1_doc_03_645709114#1_1107956164	3
2024-42014	msmarco_v2.1_doc_41_1916621858#12_3085827968	3
2024-42014	msmarco_v2.1_doc_55_476608999#11_1084643591	3
2024-145979	msmarco_v2.1_doc_25_771726319#10_1477557628	3
2024-158743	msmarco_v2.1_doc_09_706893782#1_1160104425	3
2024-127288	msmarco_v2.1_doc_23_685696690#1_1515161138	3
2024-145979	msmarco_v2.1_doc_25_771726319#5_1477551158	3
2024-224279	msmarco_v2.1_doc_27_453712018#0_911254408	3
2024-41918	msmarco_v2.1_doc_09_9067742#7_15761205	3
2024-42014	msmarco_v2.1_doc_24_1639554712#14_3525020583	3
2024-158743	msmarco_v2.1_doc_09_706893782#0_1160101998	3
2024-42014	msmarco_v2.1_doc_44_1435369545#3_2962265607	3
2024-137182	msmarco_v2.1_doc_40_1246643094#2_2667001390	3
2024-224279	msmarco_v2.1_doc_25_786697122#5_1508977822	3
2024-29941	msmarco_v2.1_doc_21_600237800#8_1274525375	3
2024-33466	msmarco_v2.1_doc_14_525084078#5_1089655095	3
2024-145979	msmarco_v2.1_doc_01_1812201916#17_2674215398	3
2024-42014	msmarco_v2.1_doc_29_669017907#12_1560507425	3
2024-219563	msmarco_v2.1_doc_55_337748993#9_742560437	3
2024-128784	msmarco_v2.1_doc_48_1623677895#2_3015034522	3
2024-152817	msmarco_v2.1_doc_37_713983548#10_1471687805	3
2024-127288	msmarco_v2.1_doc_44_135748826#1_293710567	3
2024-215952	msmarco_v2.1_doc_41_893228277#2_1959397816	3
2024-220140	msmarco_v2.1_doc_02_564692629#1_985845322	3
2024-153051	msmarco_v2.1_doc_19_2021688056#4_3321151831	3
2024-42497	msmarco_v2.1_doc_05_1690664467#4_3248127945	3
2024-158743	msmarco_v2.1_doc_57_1050253497#1_1838753596	3
2024-41918	msmarco_v2.1_doc_39_647748347#3_1272043686	3
2024-35620	msmarco_v2.1_doc_17_2119863051#6_2281924570	3
2024-42497	msmarco_v2.1_doc_14_884568057#14_1807719954	3
2024-42014	msmarco_v2.1_doc_32_414215849#1_786421035	3
2024-220140	msmarco_v2.1_doc_15_412763000#10_818372920	3
2024-220140	msmarco_v2.1_doc_02_564692629#2_985847207	3
2024-127288	msmarco_v2.1_doc_21_349300754#2_756156622	3
2024-137182	msmarco_v2.1_doc_12_580274902#0_1059597150	3
2024-145979	msmarco_v2.1_doc_49_290196220#22_591281833	3
2024-158743	msmarco_v2.1_doc_00_149706466#5_267655156	3
2024-41918	msmarco_v2.1_doc_05_1497016867#4_2854061725	3
2024-33466	msmarco_v2.1_doc_44_1364749777#11_2865838604	3
2024-128784	msmarco_v2.1_doc_20_1077545544#1_2359194034	3
2024-41198	msmarco_v2.1_doc_16_124126418#4_251392830	3
2024-33466	msmarco_v2.1_doc_44_1364749777#12_2865840141	3
2024-41918	msmarco_v2.1_doc_44_118493176#6_258352651	3
2024-12875	msmarco_v2.1_doc_46_1046380333#4_2270417417	3
2024-224701	msmarco_v2.1_doc_03_146712929#1_276348915	3
2024-158743	msmarco_v2.1_doc_01_2138429479#3_3235588739	3
2024-137182	msmarco_v2.1_doc_44_1480356709#7_3061703037	3
2024-79081	msmarco_v2.1_doc_04_1081579649#9_2253259307	3
2024-40863	msmarco_v2.1_doc_16_2233460457#9_2471391756	3
2024-41918	msmarco_v2.1_doc_08_1233859473#1_2221816241	3
2024-127288	msmarco_v2.1_doc_28_504076370#2_1085767208	3
2024-33466	msmarco_v2.1_doc_03_784098155#13_1339596893	3
2024-145979	msmarco_v2.1_doc_25_771726319#1_1477543023	3
2024-127266	msmarco_v2.1_doc_39_856160200#5_1745184626	3
2024-33466	msmarco_v2.1_doc_13_1286312648#1_2841838900	3
2024-127288	msmarco_v2.1_doc_44_1207523981#9_2492468145	3
2024-128784	msmarco_v2.1_doc_48_270511676#0_397646569	3
2024-12875	msmarco_v2.1_doc_01_1853786867#4_2748489637	3
2024-158743	msmarco_v2.1_doc_21_1208158844#5_2590738127	3
